userName,score,at,label,content
Erfan Darisman SPN,5,5/15/2024 10:22,positif,"Aplikasi Bagus 👍👍🌟 lebih Praktis dibanding app serupa yng lain. Sangat Membantu Masyarakat yng lagi cari Aktifitas Positif (bekerja dll), dan mbantu Perusahan yng sdg mencari SDM sesuai harapan. moga Glint kedepan makin Sukses 🥇🇮🇩"
Tein Ngoraitji,5,5/15/2024 9:48,positif,mantap
M. Salman alfarisyi,3,5/15/2024 9:27,positif,Aplikasinya bagus dan relevan
dimas prayogo,5,5/15/2024 9:17,positif,aplikasi ini sangat baik
Taufik Opec,5,5/15/2024 8:50,positif,sangat membantu mencari kerja
Andre Gultom,5,5/15/2024 8:12,positif,Nice Apps
Abimanyu Triwidodo,5,5/15/2024 8:00,positif,good
Raline Mekka,5,5/15/2024 7:58,positif,ok
mariska maris,5,5/15/2024 7:52,positif,Sangat membantu untuk mencari imfo lowongan pekerjaan.
DEN AJI RAY,5,5/15/2024 7:34,netral,semoga dapet kerja yg terbaik
Febrico Tandayu,5,5/15/2024 5:44,positif,Baik
Endah Pus,5,5/15/2024 3:32,positif,"mudah bgt lamar pake aplikasi ini, bs chat hrdnya lgsg. mantab. g perlu waktu lama apply kita bakal dilanjut/ga. jd g perlu cemas lgsg tau deh"
Umar Ramadhan,2,5/14/2024 21:39,positif,"no dark mode, no 5 stars"
Edi Suryadi,5,5/14/2024 10:53,netral,yang dekat
irwan hamdani,5,5/14/2024 10:28,positif,Ok juga
Hanif Maulana Prandahari,5,5/14/2024 9:44,netral,nntap
IRSAN NASRULOH,5,5/14/2024 9:02,positif,"aplikasinya keren banget untuk mencari lowongan kerja, karena aplikasi ini menyediakan banyak lowongan kerja"
Irham Bukalapak22,4,5/14/2024 8:13,positif,sengt membantu
Maigel Fernando,5,5/14/2024 7:46,positif,Ok
Yodis Setiawan,5,5/14/2024 5:41,positif,good
AJI DWI SANTOSO,5,5/14/2024 4:38,netral,👍
nisa. karomah.107,5,5/14/2024 4:32,negatif,"Guys klok kalian lamar online hati2 ya. Baru aja kejadian di saya, saya kena tipu sama perusahaan abal2. Nama perusahaannya PT. MAJUTRANS LOGISTIK INDONESIA. Di chat lewat wa dpt undangan interview JANGAN MAU YA. Terus klok nama perusahaannya dicari di google, di maps terus GK muncul fiks itu abal2"
Khairul Azmi,1,5/14/2024 4:10,negatif,"Kurang bagus ini aplikasi, masak iya gak bisa filter area atau tmpt tinggal, yg muncul lokernya malah yg di luar pulau"
Infinix Hot10s,5,5/14/2024 2:05,positif,bagus
Dingga Apris,5,5/14/2024 1:43,positif,baik
Nike Hutabarat,5,5/13/2024 23:45,positif,Sangat baik🥰
Nurul Aulia,1,5/13/2024 22:37,negatif,"Fitur pencarian tidak relevan dengan hasilnya. Berulang kali di update hasilnya sama aja, pun loker di kotaku dalam aplikasi ini nyaris tak ada. Ya sudah uninstal aja."
Jimmy Willis,5,5/13/2024 19:23,positif,semoga bermanfaat. amin
Nikah Lagi,5,5/13/2024 18:46,positif,good
yulian Almuhemini,5,5/13/2024 16:26,positif,"sangat membantu ..semoga melalui loker dari glints,bisa dapet job .fast respond ,sukses selalu glints"
ENDANG SUNANDAR,5,5/13/2024 16:21,positif,MEMBANTU MEREKA YANG TERTARIK SERTA COCOK UNTUK SEBUAH PEKERJAAN YANG LAYAK SESUAI DENGAN KEMAMPUAN KEMAMPUANNYA
cherry,5,5/13/2024 15:48,negatif,"one of the better job application app out here, and employer at least respond to applications instead of blueballing applicants"
andika fani,5,5/13/2024 11:21,positif,ok
muhammad saputra,5,5/13/2024 10:54,positif,aplikasi pencari lowongan kerja paling baik ✨✨✨
Andi Twin,5,5/13/2024 10:14,positif,sangat membantu
shahrizal muhammad abdillah,5,5/13/2024 6:27,positif,keren
nc ptrd,5,5/13/2024 5:49,positif,aplikasi yang sangat membantu kita untuk mencari informasi lowongan kerja di berbagai macam daerah
Bangkit Aji Kencana,5,5/13/2024 4:25,positif,keren
budi sulistiyo,5,5/13/2024 3:34,positif,sangat membantu
Prayogi Perdana,5,5/13/2024 2:59,positif,good
firmand3 pr1bad1,4,5/12/2024 23:22,positif,baik
Irzad Saputra,1,5/12/2024 19:27,positif,mantap
Ari Aji Purnomo,5,5/12/2024 19:01,netral,Bismillah smoga ada rejeki di aplikasi ini Aamiinn
Nicoariswandi,5,5/12/2024 17:51,negatif,tolong tingkatkan kembali system nya.sampe sekarng hampir 50 lamaran kaga ada yang nyangkut satu pun binggung juga ga kaya yg punya trtangga sebelah
danu permana,1,5/12/2024 15:51,negatif,mati rodong
Maulana Ibrahim,4,5/12/2024 10:49,netral,segini dulu ya
TAIGA&RENATA,5,5/12/2024 10:38,positif,aplikasi nya sangat bagus untuk menghasilkan uang
Muhammad Rusdi,5,5/12/2024 2:53,positif,good
Furqon Habibie,4,5/11/2024 20:08,negatif,tampilkan perusahaan bunafit
Mr. Habib Harjunot’s,5,5/11/2024 17:10,positif,sukses selalu aplikasi ini saya dengan muda melamar kerja sekarang thank GLINTS
Dani Firmansyah,4,5/11/2024 16:40,positif,baik
Matyono Efendi,5,5/11/2024 12:43,positif,membantu informasi loker terbaru
Nur mahmud Yunus,5,5/11/2024 11:16,positif,lumayan bagus
akay hendra,3,5/11/2024 10:33,negatif,bgus sxli 3 bintang dulu setelah keterima kerja lwt aplikasi ini tak tambahin 2 bintang lagi
Firman Nurzaman,4,5/11/2024 9:30,positif,Not bad
Ajawildancoy,5,5/11/2024 5:11,positif,memudahkan kita dalam memahami persyaratan kerja dan spesifikasi serta gaji nya juga dong
Iwan Maulana,5,5/11/2024 4:19,positif,good people
Alosius Toislaka,1,5/11/2024 4:08,negatif,Aplikasi gak ada loker hoax gak ada nomor wa yg bisa di hubungi
JerryArmn _,2,5/11/2024 1:44,netral,"Bagus tapi sayang , daerah kalimantan Lokernya sangat sedikit"
Lisiani Duha,5,5/11/2024 1:32,netral,👍👍👍
Wafa Faijah,2,5/11/2024 0:48,negatif,"Saya pas mau daftarin nama instansi pendidikan, gada nama kampus saya:') padahal kampus negri di Indonesia:')"
hebit sahrono,5,5/11/2024 0:31,netral,lebih permudah dan lebih akurat lagi ya
Yusman Z,1,5/10/2024 14:50,negatif,Banyak penipuan bagian lowongan design grafiss disini gak jelass nama perusahaannya parahh mereka sengaja dan nyari duit sytem klik akun dan viuw akun parahhh
Aris Prastyo,5,5/10/2024 13:25,negatif,mauyan
hermansyah apache,5,5/10/2024 11:48,netral,"sementara belum goals buat dapet kerja,tapi semoga bermanfaat buat sobat semua"
Roy brandal patri Patri,5,5/10/2024 11:10,positif,rekom bgt buat cari kerja sampingan
SOLO ANKER,5,5/10/2024 7:42,positif,keren
narjon joen,5,5/10/2024 7:42,positif,Sangat membantu para pencari kerja
Bagus Terate22,5,5/10/2024 7:19,positif,mantap
Bibit,5,5/10/2024 7:08,positif,enak pakai aplikasi ini.
Emma xz,5,5/10/2024 6:26,netral,"baru mulai,semoga berhasil Aamiin"
Tiara Amelia puspita,5,5/10/2024 4:36,positif,bagus bangett rec buat yang cari kerja let's go langsung download ajaa
ridwan one,3,5/10/2024 3:30,positif,"sangat mudah melamar dengan aplikasi ini saya baru pertama kli pake sangat terbantu, tinggal menunggu hasilnya aja"
Diah Isdariyanti12,5,5/10/2024 2:51,positif,glints sangat membantu sekali untuk mencari pekerjaan
Arisno Robi,5,5/9/2024 20:20,positif,sangat cocok
Alfiyan Hmm,3,5/9/2024 19:35,negatif,"Tidak bisa upload cv, sedangkan file nya hanya 200 an kb"
Franciz War,3,5/9/2024 16:28,positif,good
Dudi Wirawan,5,5/9/2024 15:06,positif,good
Yuda Prawira,5,5/9/2024 14:45,positif,bagus cepat
demong mong,5,5/9/2024 14:38,positif,good
bang jun,4,5/9/2024 11:13,positif,good
sahiru hiru,5,5/9/2024 9:55,positif,mantap sangat membantu mencari pekerjaan
Reza Prk,1,5/9/2024 9:29,negatif,"lowongan di ig, dengan aplikasi beda"
Wildan Firdaus,5,5/9/2024 9:16,positif,semoga bermanfaat
Gilang123 Fajar,4,5/9/2024 8:20,positif,baik
Ita,5,5/9/2024 7:17,positif,baik
rizki yudha,1,5/9/2024 4:53,positif,baik
Najwa Zakiah,5,5/9/2024 4:24,positif,menarik
Abdul Kodir,3,5/9/2024 3:59,positif,baik.
Saefullah infinixjtb,5,5/9/2024 3:32,positif,good
Nurus Solihin Dhofir,5,5/9/2024 1:54,positif,bagus banget
Desi Sanggilang,5,5/8/2024 16:37,positif,sangt baik
Luki Heriyanto,1,5/8/2024 12:57,positif,oke
Citra Purna Rafa utama,5,5/8/2024 7:18,positif,bagus
ahmadmaulana maulana,5,5/8/2024 3:11,positif,sangat membantu
Hayu Mabar,5,5/8/2024 0:30,positif,sangat membantu sekali
Pakar Solidworks,5,5/7/2024 23:41,positif,"Saya baru tahu app ini, ternyata bisa lebih cepat untuk proses lamaran"
"FERDINAND SAHAT PARULIAN TOBING, S.A.P",5,5/7/2024 22:47,netral,Lancar aplikasinya tapi belum ada panggilan kerja
Dimas Wardianto,5,5/7/2024 17:02,netral,sepertinya membantu 😁
moch alsyavero,4,5/7/2024 13:07,positif,membantu
Ineu Handayani,5,5/7/2024 13:03,positif,bermanfaat untuk ibu rumah tangga yg mencari pekerjaan remote.
Nurfahira Ira,5,5/7/2024 12:34,netral,semoga ke Bantu
Alinda Mooduto,5,5/7/2024 9:44,positif,sangat bagusss
Betti Sari Purba,4,5/7/2024 9:14,positif,this aplication is the best.🔥
hari gunawan,3,5/7/2024 8:15,negatif,Loker itu itu saja
Fitra Amalia,1,5/7/2024 7:18,negatif,loker sedikit
Dzaky maulana,5,5/7/2024 7:13,negatif,mantab
Muhamad Lutvi Arifianto,5,5/7/2024 6:46,positif,good
Luis Martin,3,5/7/2024 3:00,netral,Aplikasinya sebenarnya bagus tapi seharusnya bisa di update lagi untuk fitur filter pencarian kerja nya. Di profil sudah ada fitur preferensi tapi tetap tidak berpengaruh. Udh dipasang cari full time tapi yang muncul intern semua upah minimum yang sudah di sett juga ga ngaruh apa-apa. Filter pencarian kerja hanya ada opsi lokasi doang. Itu pun juga ga ngaruh cari jakarta muncul nya solo bali. apa lah ini fungsi filter nya
Muhammad Faqih Amrulloh,5,5/7/2024 2:49,positif,good
Al Husyen,4,5/7/2024 2:35,positif,bagus buat pelamar yg ingin kerja tapi masih lama dalam meresponnya
Syakiz M zaim,5,5/7/2024 1:43,positif,baik
Berti Liuw,3,5/6/2024 23:58,positif,"responship, up to date.. good luck"
Vhera Embacang,5,5/6/2024 17:02,positif,oke
wuong angkruox,5,5/6/2024 13:55,positif,Apk Yang sangat membantu dan Easy untuk dipakai
Slank Kiss,4,5/6/2024 12:36,positif,sangat baik dan bagus mudah dimengerti
riyandi syahputra,4,5/6/2024 10:38,positif,good job
firman aziz,4,5/6/2024 8:54,negatif,"Masih banyak loker penipuan, mohon untuk di filter lagi"
ryan sofyanur,3,5/6/2024 7:35,netral,blm dpt loker bintang 3 dlu
Eoudia dias natasha,5,5/6/2024 6:35,positif,bagus
Sanjaya Bachri,5,5/6/2024 5:04,netral,mudah2an dapet pekerjaan di glints
Arif Sarifin,3,5/6/2024 4:08,netral,kasih bintang 3 dulu karena blm dpt kerjaannya
Nurdin Ka,5,5/5/2024 16:34,netral,mudah mudahan dapet kerja
Tubagus Hasuri Gunawan,1,5/5/2024 15:04,negatif,Pengalaman kerja sudah sesuai tapi selalu ditolak/tidak sesuai. Emang HRD mau cari yang kaya gimana kandidatnya ?? Orang dalam atau orang yang glowing? Susahnya nyari kerja di negeri sendiri ya ampun miris deh ah 😥😥
Abdul Malik,5,5/5/2024 12:21,netral,abdulmaliknafar Driver.sim.B2.umum.propesional Ex driver lintas jawa&sumatra cukup berpengalaman ingin mencari kerja apa saja kaantor&pribadi.
Mujais muhdi Jais,5,5/5/2024 12:14,positif,bagus
Nia setianingsih1,5,5/5/2024 12:01,positif,Sangat membantu mencari pekerjaan
Ucu Nanang,4,5/5/2024 6:54,netral,Saya kasih bintang 5 Klw dpt kerjaan
Reza Prabowo,5,5/5/2024 6:45,positif,oke
Fira Afriliani12,5,5/5/2024 6:25,positif,lebih mudah mencari pekerjaan
arief prasetyo,5,5/5/2024 2:54,positif,good
Ulin Nuha,4,5/5/2024 2:40,positif,Bagus sekali
Bahrul Ulum,5,5/5/2024 2:34,positif,sangat membantu
Ruben hard,5,5/5/2024 2:05,positif,nice
Ermansyah,5,5/5/2024 1:56,positif,sangat membatu terimakasi
Lukman Patulloh,5,5/5/2024 1:53,positif,untuk mencari bekerja bagus
Holis Cuk,5,5/4/2024 13:34,positif,baik
den peci,5,5/4/2024 12:43,positif,terbaik simple aplikasinya
Afrian Rizky,5,5/4/2024 9:36,positif,mantap
Aditia Ariyanto,5,5/4/2024 9:33,positif,baik
Ibnu Jamaluddin,5,5/4/2024 6:19,positif,Salah satu aplikasi yang oke untuk para Pencaker
Heri Gunawan,5,5/4/2024 5:51,positif,bagussss
Sedis Khofy,5,5/4/2024 3:16,netral,belum menggunakan aplikasinya tapi semoga bermanfaat
Adi Rantoni,3,5/4/2024 2:53,positif,cukup membantu..
Fadli Setiyawan,5,5/3/2024 20:52,positif,okey
Riz Ky,5,5/3/2024 18:58,positif,Bagus bgt
Catur wahyu setyawan,5,5/3/2024 18:31,positif,good
arlin wahyudi,5,5/3/2024 14:21,positif,bagus
Eko Setiawan,5,5/3/2024 14:10,positif,membantu
Gunawan Chaerudin,5,5/3/2024 13:18,netral,Alhamdulillaah..
Bagus Zulparnen,1,5/3/2024 11:49,negatif,"2x dpt loker penipuan, kl gini terus citra glints bakal jelek. smg lebih selektif lagi dalam menyaring loker."
Muhamad Toni,5,5/3/2024 9:36,positif,ok
octo Misran,3,5/3/2024 8:25,positif,bagus
Achmad Jainuri,5,5/3/2024 7:09,positif,sangat membantu
Abdul Khaidir,5,5/3/2024 4:19,positif,sangat baik dan mudah untuk melamar pekerjaan
sahrul rahman,5,5/3/2024 1:30,positif,ok bgt
Panca Mahendra,5,5/2/2024 22:48,positif,Aplikasi yg sangat membantu sekali guyss nyesell kalo ga download apk ini..
Muhammad Alif,5,5/2/2024 21:21,positif,luar biasa
Rohmad Budi Prasetyo,5,5/2/2024 20:43,positif,oke
Afifur Rohman,3,5/2/2024 18:40,netral,Bagus. Cuma lokasi yang di cari kadang ga akurat
FIALFIAN ardiansyah,5,5/2/2024 14:04,netral,mencoba dahulu
Silvia Eka Putri,5,5/2/2024 8:17,positif,bagus
Aji Pangestu,5,5/2/2024 7:02,positif,mantap
lena Safira,5,5/2/2024 6:54,positif,ini sangat membantu
Taufik Saleh,5,5/2/2024 6:07,positif,apk yg membantu
Resi Resyanti,5,5/2/2024 5:23,positif,Sangat membantu
Hambali Fals,5,5/2/2024 3:59,positif,sangattt bagus
Suswati Ningsih,1,5/2/2024 0:36,negatif,"Kecewa dengan pemasang iklan. Saya pengalaman finance Accounting Manager dan senior Consultant, dibilang kurang pengalaman untuk posisi sekelas spv... Kadang cara menolak pelamar kurang sopan dan tidak masuk akal ..."
Xtion Play,5,5/1/2024 22:24,positif,"Pilihan pekerjaannya banyak, UI nya simpel"
Yudho Hadiyanto,5,5/1/2024 13:22,positif,Cepat Merespon
Lenard Mingri Foni,5,5/1/2024 11:44,positif,aplikasi glints sangat bagus
Eli Rahmadani,5,5/1/2024 6:32,netral,masih mencoba
Fiyoh Fryoga,5,4/30/2024 19:19,positif,muantebz
yanto wahyudi,4,4/30/2024 10:21,positif,siip dah..
Imel Dafariska,5,4/30/2024 10:18,netral,"sipp ,tpi saya blom dpet pkerjaan"
Nur Hasanah,5,4/30/2024 3:43,positif,aplikasi nya mudah di gunakan dan lowongan kerja nya beragam.
Deny Anandara (Danar),5,4/29/2024 19:55,positif,"Dari banyaknya aplikasi lowongan kerja, ini yang paling enak di pakai, penyedia lokernya juga banyak banget, walaupun masih kurang juga menurut saya dan yang paling the best : bisa chat hrd langsung lewat aplikasi tanpa harus banyar kayak aplikasi sebelah. recommended pokoknya"
Auto_69,5,4/29/2024 18:21,positif,Sangat Membantu
Gunawan,5,4/29/2024 17:51,positif,sangat baguss
Juan Felix,1,4/29/2024 16:15,negatif,"Min Admin, itu SSL lu punya situs benerin. Ga bisa dibuka di peramban jadinya."
Acha Mutiara intan,5,4/29/2024 11:28,positif,Sangat bagus
anton iswanto,3,4/29/2024 11:07,positif,ok coba ya
MARTINI S PATULUNG,4,4/29/2024 10:29,positif,sangat mudah
Silvy Fitriani Yamin,5,4/29/2024 8:20,positif,"sangat bagus aplikasi ini, sangat membantu untuk mendapatkan pekerjaan"
Firman Sopian,4,4/29/2024 6:54,positif,sangat membantu sekali
acil iskandar,5,4/29/2024 6:00,positif,kren bnget apklikasi nyh
Achmad Bilahmar,5,4/29/2024 5:26,positif,bermanfaat sekali bagi yang butuh pekerjaan.
KeinarraCalista Ibrahim168,4,4/29/2024 5:20,positif,bagus sangat membantu
Alpa Dilah,5,4/29/2024 4:46,positif,Bagus banget
Siti Maisyarah,1,4/29/2024 4:34,positif,bagus
Riza Irvan,1,4/29/2024 3:56,negatif,Tiap lamar perusahaannya sudah tutup lokernya.... Wkwkwkwk. Yg udah gda loker mah mending delete aja. Update yg baru... Jgn dipajang mulu
Syahroni Al,5,4/29/2024 1:35,positif,oke
hajli sanjaya,5,4/28/2024 18:57,positif,baik
Edy Hus,4,4/28/2024 15:22,positif,sangat membantu
Hasanudin Hasan,5,4/28/2024 13:45,netral,"ok juga tp tolong dong pakai bahasa Indonesi ,biar lebih jos"
Kamal ludin,1,4/28/2024 10:28,negatif,"Sangat Buruk, sudh banyak yang sya lamar dan posisi pekerjaan seuai bidang tidak satupun yg ada konfirmasi"
Ari Priyantoro,5,4/28/2024 7:59,netral,sangat mendukung informasi tentang pekerjaan. saya sangat berharap mudah2 Allah swt memberikan jln lncar dlm hal pekerjaan. aamiin 🤲
Friskilla Hutabarat,5,4/28/2024 6:58,positif,mantap
ari sutikno,5,4/28/2024 3:34,positif,good
Yani Man,2,4/27/2024 20:07,netral,semoga berkah
Delfianto,3,4/27/2024 14:18,positif,Saya baru daftar di Glints Aplikasi ini cara nya mudah & simpel
Ahmad Ropi,5,4/27/2024 12:44,positif,sangat membatu sekalii
Jhoe azz,1,4/27/2024 8:41,negatif,"Aplikasi sampah,,masa pengalaman admin lebih dr 10thn ditolak krn non pengalaman,padahan jelas2 di cv pengalaman saya pengalaman admin saya sudha kurang lebih 10 thn di bidang per'administrasian..konyoollllll"
Agustina Sri Setyowati,5,4/27/2024 8:16,positif,bagus
sindi aulia,3,4/27/2024 8:07,negatif,"aga nga ngerti sihh kara maih sekolah trus ke banyakan nya yg harus ber pengalaman, jadi aga susah buat anak sekolah"
Ning Na'imatun Zahriyyah,3,4/27/2024 5:57,netral,kalo udh dapet pendapatan relate nya baru ku kasih bintang 5 😍
Firhan Fadilah,3,4/27/2024 5:54,netral,Overall udah bagus dari segi fitur Tapi blm pernah dapet panggilan 1 pun selama pakai apk ini.
Mulia 33,5,4/27/2024 4:07,positif,bagus
Henriyana Pondalas,3,4/27/2024 3:17,positif,lumayan membantu
uhti maulidya,1,4/26/2024 12:52,negatif,"saya baru saja hampir ketipu saya dpt undangan interview nama pt nya di apks PT EMG INTERNASIONAL pas dichat di wa katanya namanya baru diganti jadi PT RAJAWALI PERSADA pas mau interview dikasih alamatnya di ruko daerah alam sutra,ini aneh bgt katanya pt tpi ko interview di RUKO?? untuk apks ini tolong lebih teliti lagi asal usul perusahaanya disini banyak yg pgn kerja serius"
wildan febrian,5,4/26/2024 12:09,positif,baik
siswanto bin ahmad,5,4/26/2024 9:40,netral,Cukup membantu dlm mencari kerja Tp blm terbukti nihh sampai kerja.. semangatt. Bismilah pasti dapat
Toton Tons,4,4/26/2024 9:18,netral,Ga ada yg bisa terima kah usia 46th
Deni Murdhani,5,4/26/2024 8:19,positif,"good job, mudah aplikasi untuk masuknya."
INDAH,5,4/26/2024 7:13,positif,"Akhirnya setelah beberapa pakai banyak aplikasi, pakai ini 6x lamar ada yang ngelirik juga. Terimakasih 🙏🏻"
Kiki Rizki,3,4/26/2024 6:58,netral,Trnyata bener loh inform nya.. Cuman nyaranin aja buat pelamar cari lh informasi dari beberapa sumber yg terkait di perusahaan nya masing masing
lidya krisnawati,5,4/26/2024 6:44,netral,bagus saya suka tpi harus nunggu 5 minggu baru bisa kerja
Winda Yanti,5,4/26/2024 5:02,positif,sangat mudah digunakan
Dineu Yuliani,5,4/26/2024 4:50,positif,oke
Dagul Selon,1,4/26/2024 3:20,netral,blum on
Suryani S,1,4/26/2024 2:47,negatif,"Kenapa tidak bisa hapus akun ini? Selalu di sarankan hubungi glints, saya sdh hbgi tapi tidak di respon pihak ini. Ini saya lapor kemana medsos atau chat glints nya?"
Ma Thea,5,4/25/2024 19:11,positif,good
Backut sabil,5,4/25/2024 13:19,positif,Aplikasi yang sangat recomended untuk para pencari kerja. Aplikasinya bagus dan yang pasti sangat update
Ovan,5,4/25/2024 10:17,positif,aplikasi kerja terbaik yg sy tahu ..bagus semoga bermanfaat untuk semua ..
Kurma Syar'i Makmur,5,4/25/2024 8:40,positif,cepat
ato ajah,5,4/25/2024 7:45,positif,sangat baik
Ronald Syafi'i,5,4/25/2024 7:12,positif,good
I Gede Adinata Mares,5,4/25/2024 4:07,positif,mantap
Juna 99,5,4/25/2024 3:58,netral,"terimakasih,semoga bermanfaat"
Adit Tia,5,4/25/2024 3:39,positif,bagus
jamal ludin,5,4/25/2024 3:20,positif,bagus
Eka Gustiawan,4,4/25/2024 2:14,positif,lumayan baik
Shokhih nurbilal16,5,4/25/2024 1:57,positif,bagus
Anggayuh Santoso,5,4/24/2024 17:00,positif,glints membantu saya dalam menemukan pekerjaan pokoknya the best lahhh
Nurfadillah Turiang djm,3,4/24/2024 14:25,netral,beri bintang tiga karena baru pertama kali bergabung
Muhammad Tiean,4,4/24/2024 13:25,positif,sangat membantu dalam proses mencari informasi
Nugraha Agus,4,4/24/2024 8:27,positif,Sangat membantu 👍👍👍👍
ellys carnelis,5,4/24/2024 7:21,positif,sangat mudah dan cepat sangat membantu
Restu Alexandria,2,4/24/2024 5:23,negatif,"blom pernah gua dapet kerjaan di aplikasi ini, aplikasi lain gua udah pernah dapet tapi ga gua terusin, parah bener ini aplikasi bener apa bohongan sih ini??? sekalinya ada interviu penipuan semua di suruh bayar di awal ya gua kaga mau lah orang gua niat kerja cari uang bukan ngeluarin uang"
Izmi,1,4/24/2024 5:22,negatif,"Banyak banget yg harus di kembangkan si, dari filter lokasi yang ga akurat padahal udah atur ke jakarta tapi yang nongol diluar Jakarta semua"
Shendy Setianto,5,4/24/2024 4:50,positif,ok
Endrik Kurniawan,1,4/24/2024 3:20,negatif,blm dapet penghasilan bismillah smoga membantu
Didik Arianto,5,4/24/2024 3:10,positif,Banyak lowongan
Nanang Setyobudi,5,4/24/2024 0:23,netral,semoga bermanfaat untuk saya pencari kerja....
Ari Triana Ramadhania,5,4/23/2024 19:16,positif,Sangat membantu
Peterus Satian,5,4/23/2024 12:38,positif,Bagus sekali sangat bermanfaat dan membantu
Maulana Putra,5,4/23/2024 12:18,positif,bagus
Cep Ardiansyah,5,4/23/2024 12:04,positif,Mantap poko nya membantu banget buat cari loker
ocin wabula,5,4/23/2024 11:24,positif,Sangat bagus
Mis Tarun,1,4/23/2024 10:48,positif,bagus
dj alan Irul,2,4/23/2024 6:14,negatif,saya agak bngung
bowo nugroho,3,4/23/2024 5:56,positif,lancar
Alfin Athari,4,4/23/2024 4:40,positif,Sangat membantu
Ongky Xanderralex,4,4/23/2024 4:30,netral,lagi cuba
jmjaee,1,4/23/2024 2:49,netral,"Apakah ini harus tatap muka, datang gtu ke perusahaan nya?"
Rizka Hendra,5,4/23/2024 2:47,netral,semoga ada yang keterima kerjaan saya
Galih Purnama,5,4/23/2024 1:01,positif,sangat memuaskan
Esa Nugraha,4,4/23/2024 0:35,positif,sangat membantu
m.adi saputra,5,4/22/2024 13:43,positif,baik
